Municipio;Densidade;Area;Populacao;NivelDensidade;CasosCovid19
São José do Belmonte (PE);22,13;1474,1;32622;Baixo;0
São José do Egito (PE);39,84;798,9;31828;Médio;0
São Lourenço da Mata (PE);392,49;262,2;102911;Alto;4
São Vicente Férrer (PE);149,14;114;17002;Alto;0
Serra Talhada (PE);26,59;2980;79238;Baixo;0
Serrita (PE);12,1;1514,4;18324;Baixo;0
Sertânia (PE);13,95;2421,5;33780;Baixo;0
Sirinhaém (PE);109,18;369,1;40298;Alto;0
Moreilândia (PE);27,52;404,6;11135;Baixo;0
Solidão (PE);41,5;138,4;5744;Médio;0
Surubim (PE);231,42;252,9;58526;Alto;0
Tabira (PE);68,11;388;26427;Médio;0
Tacaimbó (PE);55,91;227,6;12725;Médio;0
Tacaratu (PE);17,45;1264,5;22066;Baixo;0
Tamandaré (PE);96,66;214,3;20714;Médio;0
Taquaritinga do Norte (PE);52,41;475,2;24905;Médio;0
Terezinha (PE);44,48;151,4;6734;Médio;0
Terra Nova (PE);28,87;321,4;9279;Baixo;0
Timbaúba (PE);184,16;292,3;53830;Alto;0
Toritama (PE);1383,21;25,7;35548;Alto;0
Tracunhaém (PE);110,27;118,4;13056;Alto;0
Trindade (PE);113,77;229,5;26110;Alto;0
Triunfo (PE);78,35;191,5;15004;Médio;0
Tupanatinga (PE);27,62;884,4;24427;Baixo;0
Tuparetama (PE);44,38;178,6;7926;Médio;0
Venturosa (PE);50,05;320,7;16051;Médio;0
Verdejante (PE);19,2;476;9139;Baixo;0
Vertente do Lério (PE);106,93;73,6;7870;Alto;0
Vertentes (PE);92,82;196,3;18221;Médio;0
Vicência (PE);134,78;228;30730;Alto;0
Vitória de Santo Antão (PE);349,58;371,8;129974;Alto;0
Xexéu (PE);127,18;110,8;14092;Alto;0
Água Branca (AL);42,62;454,6;19375;Médio;0
Anadia (AL);91,96;189,5;17426;Médio;0
Arapiraca (AL);600,84;356,2;214019;Alto;0
Atalaia (AL);83,82;528,8;44324;Médio;0
Barra de Santo Antônio (AL);102,79;138,4;14226;Alto;0
Barra de São Miguel (AL);98,86;76,6;7573;Médio;0
Batalha (AL);53,21;320,9;17075;Médio;0
Belém (AL);93,58;48,6;4548;Médio;0
Belo Monte (AL);21,04;334,1;7029;Baixo;0
Boca da Mata (AL);138,19;186,5;25772;Alto;0
Branquinha (AL);63,63;166,3;10582;Médio;0
Cacimbinhas (AL);37,35;273;10197;Médio;0
Cajueiro (AL);164,24;124,3;20415;Alto;0
Campestre (AL);99,39;66,4;6599;Médio;0
Campo Alegre (AL);172,2;295,1;50816;Alto;0
Campo Grande (AL);53,98;167,3;9031;Médio;0
Canapi (AL);30,02;574,6;17249;Médio;0
Capela (AL);70,39;242,6;17077;Médio;0
Carneiros (AL);73,32;113,1;8292;Médio;0
Chã Preta (AL);41,34;172,8;7144;Médio;0
Coité do Nóia (AL);123,45;88,5;10925;Alto;0
Colônia Leopoldina (AL);96,29;207,9;20019;Médio;0
Coqueiro Seco (AL);139,09;39,7;5522;Alto;0
Coruripe (AL);56,77;918,2;52126;Médio;0
Craíbas (AL);83,44;271,3;22637;Médio;0
Delmiro Gouveia (AL);79,13;607,8;48095;Médio;0
Dois Riachos (AL);77,45;140,5;10882;Médio;0
Estrela de Alagoas (AL);66,41;259,8;17253;Médio;0
Feira Grande (AL);123,42;172,7;21315;Alto;0
Feliz Deserto (AL);47,31;91,8;4343;Médio;0
Flexeiras (AL);36,99;333,2;12325;Médio;0
Girau do Ponciano (AL);73,11;500,6;36599;Médio;0
Ibateguara (AL);57,1;265,3;15149;Médio;0
Igaci (AL);75,31;334,5;25191;Médio;0
Igreja Nova (AL);54,55;427;23293;Médio;0
Inhapi (AL);47,49;376,9;17899;Médio;0
Jacaré dos Homens (AL);38,03;142,3;5412;Médio;0
Jacuípe (AL);33,26;210,4;6998;Médio;0
Japaratinga (AL);90,22;85,9;7750;Médio;0
Jaramataia (AL);53,59;103,7;5557;Médio;0
Jequiá da Praia (AL);34,21;351,6;12028;Médio;0
Joaquim Gomes (AL);75,68;298,3;22575;Médio;0
Jundiá (AL);45,56;92,2;4201;Médio;0
Junqueiro (AL);98,66;241,6;23836;Médio;0
Lagoa da Canoa (AL);206,33;88,5;18260;Alto;0
Limoeiro de Anadia (AL);85,48;315,8;26995;Médio;0
Maceió (AL);1854,12;503,1;932808;Alto;50
Major Isidoro (AL);41,63;453,9;18896;Médio;0
Maragogi (AL);86,06;334;28744;Médio;0
Maravilha (AL);34,05;302,1;10287;Médio;0
Marechal Deodoro (AL);138,62;331,7;45980;Alto;1
Maribondo (AL);78,14;174,3;13620;Médio;0
Mar Vermelho (AL);39,23;93,1;3652;Médio;0
Mata Grande (AL);27,2;908;24698;Baixo;0
Matriz de Camaragibe (AL);108,12;220;23786;Alto;0
Messias (AL);137,77;113,8;15678;Alto;0
Minador do Negrão (AL);31,47;167,6;5274;Médio;0
Monteirópolis (AL);80,54;86,1;6934;Médio;0
Murici (AL);62,58;426,8;26709;Médio;0
Novo Lino (AL);51,67;233,4;12060;Médio;0
Olho d'Água das Flores (AL);111,01;183,4;20359;Alto;0
Olho d'Água do Casado (AL);26,29;322,9;8489;Baixo;0
Olho d'Água Grande (AL);41,83;118,5;4957;Médio;0
Olivença (AL);63,87;173;11050;Médio;0
Ouro Branco (AL);53,29;204,8;10914;Médio;0
Palestina (AL);104,55;48,9;5112;Alto;0
Palmeira dos Índios (AL);155,44;452,7;70368;Alto;0
Pão de Açúcar (AL);34,86;683;23809;Médio;0
Pariconha (AL);39,7;258,5;10262;Médio;0
Paripueira (AL);122,05;93;11351;Alto;0
Passo de Camaragibe (AL);60,39;244,5;14765;Médio;0
Paulo Jacinto (AL);62,69;118,5;7429;Médio;0
Penedo (AL);87,61;689,2;60381;Médio;0
Piaçabuçu (AL);71,68;240;17203;Médio;0
Pilar (AL);133,37;249,7;33302;Alto;0
Pindoba (AL);24,37;117,6;2866;Baixo;0
Piranhas (AL);56,47;408,1;23045;Médio;0
Poço das Trincheiras (AL);47,52;291,9;13871;Médio;0
Porto Calvo (AL);83,49;307,9;25707;Médio;0
Porto de Pedras (AL);32,71;257,7;8429;Médio;0
Porto Real do Colégio (AL);79,91;241,9;19330;Médio;3
Quebrangulo (AL);35,89;319,8;11478;Médio;0
Rio Largo (AL);223,56;306,3;68476;Alto;0
Roteiro (AL);51,48;129,3;6656;Médio;0
Santa Luzia do Norte (AL);232,77;29,6;6890;Alto;0
Santana do Ipanema (AL);102,61;437,9;44933;Alto;0
Santana do Mundaú (AL);48,76;224,8;10961;Médio;0
São Brás (AL);48;139,9;6715;Médio;0
São José da Laje (AL);88,4;256,6;22683;Médio;0
São José da Tapera (AL);60,77;495,1;30087;Médio;0
São Luís do Quitunde (AL);81,61;397,2;32415;Médio;0
São Miguel dos Campos (AL);151,27;360,8;54578;Alto;0
São Miguel dos Milagres (AL);93,34;76,7;7159;Médio;0
São Sebastião (AL);101,59;315,1;32011;Alto;0
Satuba (AL);342,57;42,6;14593;Alto;0
Senador Rui Palmeira (AL);38,07;342,7;13047;Médio;0
Tanque d'Arca (AL);47,27;129,5;6121;Médio;0
Taquarana (AL);114,55;166;19015;Alto;0
Teotônio Vilela (AL);138,15;297,9;41155;Alto;0
Traipu (AL);36,82;698;25700;Médio;0
União dos Palmares (AL);148,24;420,7;62365;Alto;0
Viçosa (AL);74;343,4;25412;Médio;0
Amparo de São Francisco (SE);64,75;35,1;2273;Médio;0
Aquidabã (SE);55,82;359,3;20056;Médio;0
Aracaju (SE);3140,67;181,9;571288;Alto;56
Arauá (SE);56,44;192,7;10876;Médio;0
Areia Branca (SE);114,93;146,7;16860;Alto;0
Barra dos Coqueiros (SE);276,52;90,3;24970;Alto;0
Boquim (SE);123,98;205,9;25527;Alto;0
Brejo Grande (SE);52,01;148,9;7744;Médio;0
Campo do Brito (SE);83,03;201,7;16747;Médio;0
Canhoba (SE);23,23;170,3;3956;Baixo;0
Canindé de São Francisco (SE);27,36;902,2;24684;Baixo;0
Capela (SE);69,48;442,7;30759;Médio;1
Carira (SE);31,44;636,4;20008;Médio;0
Carmópolis (SE);294,15;45,9;13501;Alto;0
Cedro de São João (SE);67,29;83,7;5632;Médio;0
Cristinápolis (SE);69,94;236,2;16520;Médio;0
Cumbe (SE);29,65;128,6;3813;Baixo;0
Divina Pastora (SE);47,13;91,8;4327;Médio;0
Estância (SE);100;644,1;64410;Médio;0
Feira Nova (SE);28,79;184,9;5323;Baixo;0
Frei Paulo (SE);34,65;400,4;13874;Médio;0
Gararu (SE);17,41;655;11404;Baixo;0
General Maynard (SE);146,63;20;2933;Alto;0
Gracho Cardoso (SE);23,32;242,1;5646;Baixo;0
Ilha das Flores (SE);152,78;54,6;8342;Alto;0
Indiaroba (SE);50,49;313,5;15829;Médio;0
Itabaiana (SE);258,3;336,7;86970;Alto;0
Itabaianinha (SE);78,88;493,3;38912;Médio;0
Itabi (SE);26,96;184,4;4971;Baixo;0
Itaporanga d'Ajuda (SE);41,11;739,9;30417;Médio;0
Japaratuba (SE);46,22;364,9;16866;Médio;0
Japoatã (SE);31,76;407,4;12939;Médio;0
Lagarto (SE);97,84;969,6;94866;Médio;0
Laranjeiras (SE);165,78;162,3;26906;Alto;0
Macambira (SE);46,74;136,9;6399;Médio;0
Malhada dos Bois (SE);54,68;63,2;3456;Médio;0
Malhador (SE);119,3;100,9;12037;Alto;0
Maruim (SE);174,29;93,8;16348;Alto;0
Moita Bonita (SE);114,81;95,8;10999;Alto;0
Monte Alegre de Sergipe (SE);33,45;407,4;13628;Médio;0
Muribeca (SE);96,81;75,9;7348;Médio;0
Neópolis (SE);69,58;266;18508;Médio;0
Nossa Senhora Aparecida (SE);25;340,4;8510;Baixo;0
Nossa Senhora da Glória (SE);42,96;756,5;32499;Médio;4
Nossa Senhora das Dores (SE);50,85;483,3;24576;Médio;0
Nossa Senhora de Lourdes (SE);76,95;81,1;6241;Médio;0
Nossa Senhora do Socorro (SE);1025,88;156,8;160858;Alto;0
Pacatuba (SE);35,14;373,8;13135;Médio;0
Pedra Mole (SE);36,26;82;2973;Médio;0
Pedrinhas (SE);260,25;33,9;8822;Alto;0
Pinhão (SE);38,32;155,9;5974;Médio;0
Pirambu (SE);40,65;205,9;8370;Médio;0
Poço Redondo (SE);25,06;1232,1;30876;Baixo;0
Poço Verde (SE);49,95;440,1;21983;Médio;0
Porto da Folha (SE);30,94;877,3;27144;Médio;0
Propriá (SE);307,71;92,5;28463;Alto;8
Riachão do Dantas (SE);36,48;531,5;19389;Médio;0
Riachuelo (SE);118,51;78,9;9350;Alto;0
Ribeirópolis (SE);66,42;258,5;17170;Médio;0
Rosário do Catete (SE);87,27;105,7;9224;Médio;0
Salgado (SE);78,14;247,8;19363;Médio;0
Santa Luzia do Itanhy (SE);39,36;329,5;12969;Médio;0
Santana do São Francisco (SE);154,27;45,6;7035;Alto;0
Santa Rosa de Lima (SE);55,45;67,6;3748;Médio;0
Santo Amaro das Brotas (SE);48,73;234,2;11413;Médio;0
São Cristóvão (SE);180,52;436,9;78869;Alto;0
São Domingos (SE);100,23;102,5;10274;Alto;0
São Francisco (SE);40,46;83,9;3395;Médio;0
São Miguel do Aleixo (SE);25,66;144,1;3698;Baixo;0
Simão Dias (SE);68,54;564,7;38705;Médio;0
Siriri (SE);48,27;165,8;8003;Médio;0
Telha (SE);60,31;49;2955;Médio;0
Tobias Barreto (SE);47,04;1021,3;48042;Médio;0
Tomar do Geru (SE);42,16;304,9;12855;Médio;0
Umbaúba (SE);185,25;121,1;22434;Alto;0
Abaíra (BA);15,68;530,5;8318;Baixo;0
Abaré (BA);11,49;1485;17063;Baixo;0
Acajutiba (BA);75,75;193,4;14650;Médio;0
Adustina (BA);24,84;632,1;15701;Baixo;0
Água Fria (BA);23,77;661,9;15733;Baixo;0
Érico Cardoso (BA);15,48;701,4;10858;Baixo;0
Aiquara (BA);28,82;159,7;4603;Baixo;0
Alagoinhas (BA);188,66;752,4;141948;Alto;4
Alcobaça (BA);14,36;1481,3;21271;Baixo;0
Almadina (BA);25,32;251,1;6358;Baixo;0
Amargosa (BA);74,16;463,2;34351;Médio;0
Amélia Rodrigues (BA);145,2;173,5;25192;Alto;0
América Dourada (BA);19,02;839,3;15963;Baixo;0
Anagé (BA);13,1;1947,4;25511;Baixo;0
Andaraí (BA);7,5;1861,7;13963;Baixo;0
Andorinha (BA);11,55;1247,6;14410;Baixo;0
Angical (BA);9,21;1527,9;14072;Baixo;0
Anguera (BA);57,85;177;10239;Médio;0
Antas (BA);53,42;319,6;17073;Médio;0
Antônio Cardoso (BA);39,24;294,5;11556;Médio;0
Antônio Gonçalves (BA);35,09;313,9;11015;Médio;0
Aporá (BA);31,56;561,8;17730;Médio;0
Apuarema (BA);48,17;154,9;7462;Médio;0
Aracatu (BA);9,22;1489,8;13736;Baixo;0
Araçás (BA);23,73;487,1;11559;Baixo;0
Araci (BA);33,19;1556,1;51647;Médio;0
Aramari (BA);30,45;329,6;10036;Médio;0
Arataca (BA);27,7;375,2;10393;Baixo;0
Aratuípe (BA);47,47;181,1;8597;Médio;0
Aurelino Leal (BA);29,7;457,8;13597;Baixo;0
Baianópolis (BA);4,14;3342,6;13838;Baixo;0
Baixa Grande (BA);21,19;946,6;20058;Baixo;0
Banzaê (BA);51,99;227,2;11812;Médio;0
Barra (BA);4,32;11412,8;49303;Baixo;1
Barra da Estiva (BA);15,73;1346,6;21182;Baixo;0
Barra do Choça (BA);53,8;646,6;34787;Médio;0
Barra do Mendes (BA);9,08;1540,6;13989;Baixo;0
Barra do Rocha (BA);30,3;208,4;6315;Médio;1
Barreiras (BA);17,49;7859,1;137456;Baixo;3
Barro Alto (BA);32,67;416,7;13614;Médio;0
Barrocas (BA);70,62;201;14195;Médio;0
Barro Preto (BA);50,26;128,4;6453;Médio;0
Belmonte (BA);11,11;1961,2;21789;Baixo;1
Belo Campo (BA);25,47;629,1;16023;Baixo;0
Biritinga (BA);26,97;550;14834;Baixo;0
Boa Nova (BA);17,74;868,8;15413;Baixo;0
Boa Vista do Tupim (BA);6,4;2811,1;17991;Baixo;0
Bom Jesus da Lapa (BA);15,11;4200,3;63467;Baixo;0
Bom Jesus da Serra (BA);23,99;421,5;10112;Baixo;0
Boninal (BA);14,66;934;13692;Baixo;0
Bonito (BA);20,42;726,6;14837;Baixo;0
Boquira (BA);14,86;1482,7;22033;Baixo;0
Botuporã (BA);17,28;645,5;11154;Baixo;0
Brejões (BA);29,7;480,8;14280;Baixo;0
Brejolândia (BA);4,04;2744,5;11088;Baixo;0
Brotas de Macaúbas (BA);4,78;2240;10707;Baixo;0
Brumado (BA);29,01;2226,8;64599;Baixo;7
Buerarema (BA);80,73;230,5;18608;Médio;0
Buritirama (BA);4,97;3942,2;19593;Baixo;0
Caatiba (BA);23,24;491,3;11418;Baixo;0
Cabaceiras do Paraguaçu (BA);76,66;226;17325;Médio;0
Cachoeira (BA);81,04;395,2;32027;Médio;0
Caculé (BA);33,27;668,4;22238;Médio;0
Caém (BA);18,91;548,1;10365;Baixo;0
Caetanos (BA);17,61;774,7;13642;Baixo;0
Caetité (BA);19,45;2442,9;47514;Baixo;0
Cafarnaum (BA);25,48;675,4;17209;Baixo;0
Cairu (BA);33,35;461;15374;Médio;0
Caldeirão Grande (BA);27,44;455,2;12491;Baixo;0
Camacan (BA);50,22;626,7;31473;Médio;0
Camaçari (BA);309,65;784,7;242982;Alto;7
Camamu (BA);38,22;920,4;35178;Médio;0
Campo Alegre de Lourdes (BA);10,1;2781,4;28092;Baixo;0
Campo Formoso (BA);9,18;7258,6;66634;Baixo;0
Canápolis (BA);21,52;437,2;9409;Baixo;0
Canarana (BA);41,76;576,4;24070;Médio;3
Canavieiras (BA);24,37;1327;32339;Baixo;0
Candeal (BA);19,99;445,1;8898;Baixo;0
Candeias (BA);321,87;258,4;83171;Alto;1
Candiba (BA);31,6;418;13209;Médio;0
Cândido Sales (BA);17,26;1617,5;27918;Baixo;0
Cansanção (BA);24,47;1344,8;32907;Baixo;0
Canudos (BA);4,89;3219,3;15742;Baixo;0
Capela do Alto Alegre (BA);17,75;649,5;11529;Baixo;0
Capim Grosso (BA);79,06;336,2;26580;Médio;0
Caraíbas (BA);12,69;805,6;10223;Baixo;0
Caravelas (BA);8,95;2393,4;21421;Baixo;0
Cardeal da Silva (BA);40,3;220,8;8898;Médio;0
Carinhanha (BA);10,37;2736,9;28382;Baixo;0
Casa Nova (BA);6,73;9647;64924;Baixo;0
Castro Alves (BA);35,7;711,7;25408;Médio;0
Catolândia (BA);4,06;642,6;2609;Baixo;0
Catu (BA);122,72;416,2;51076;Alto;0
Caturama (BA);13,31;664,6;8846;Baixo;0
Central (BA);28,24;602,4;17012;Baixo;0
Chorrochó (BA);3,57;3005,3;10729;Baixo;0
Cícero Dantas (BA);47,99;673;32297;Médio;0
Cipó (BA);122,79;128,3;15754;Alto;0
Coaraci (BA);74,17;282,6;20960;Médio;1
Cocos (BA);1,79;10148,1;18165;Baixo;0
Conceição da Feira (BA);125,18;162,9;20392;Alto;0
Conceição do Almeida (BA);61,7;289,9;17887;Médio;0
Conceição do Coité (BA);61,06;1016;62037;Médio;0
Conceição do Jacuípe (BA);256,3;117,5;30115;Alto;3
Conde (BA);24,48;964,7;23616;Baixo;3
Condeúba (BA);13,14;1285,9;16897;Baixo;0
Contendas do Sincorá (BA);4,46;1044,7;4659;Baixo;0
Coração de Maria (BA);64,34;348,2;22403;Médio;0
Cordeiros (BA);15,25;535,5;8166;Baixo;0
Coribe (BA);5,67;2523,2;14307;Baixo;0
Coronel João Sá (BA);19,32;883,4;17067;Baixo;0
Correntina (BA);2,62;11941;31285;Baixo;0
Cotegipe (BA);3,25;4196,1;13637;Baixo;0
Cravolândia (BA);31,09;162,2;5043;Médio;0
Crisópolis (BA);32,99;607,7;20048;Médio;0
Cristópolis (BA);12,73;1043,1;13279;Baixo;0
Cruz das Almas (BA);402,11;145,7;58587;Alto;0
Curaçá (BA);5,29;6079;32158;Baixo;0
Dário Meira (BA);28,82;445,4;12836;Baixo;0
Dias d'Ávila (BA);360,64;184,2;66430;Alto;1
Dom Basílio (BA);16,78;676,9;11358;Baixo;0
Dom Macedo Costa (BA);45,71;84,8;3876;Médio;0
Elísio Medrado (BA);41,06;193,5;7945;Médio;0
Encruzilhada (BA);11,99;1982,5;23770;Baixo;0
Entre Rios (BA);32,81;1215,3;39874;Médio;0
Esplanada (BA);24,84;1320,7;32806;Baixo;0
Euclides da Cunha (BA);25,18;2235,3;56285;Baixo;0
Eunápolis (BA);84,98;1179,1;100200;Médio;0
Fátima (BA);49,11;359,4;17650;Médio;0
Feira da Mata (BA);3,71;1668,5;6190;Baixo;0
Feira de Santana (BA);416,03;1338;556648;Alto;56
Filadélfia (BA);29,36;570,1;16738;Baixo;0
Firmino Alves (BA);33,15;162,4;5384;Médio;0
Floresta Azul (BA);36,33;293,5;10663;Médio;0
Formosa do Rio Preto (BA);1,37;16404,4;22474;Baixo;0
Gandu (BA);124,76;243,2;30342;Alto;0
Gavião (BA);12,33;369,9;4561;Baixo;0
Gentio do Ouro (BA);2,87;3700,1;10619;Baixo;0
Glória (BA);12,01;1255,6;15080;Baixo;0
Gongogi (BA);42,28;197,7;8359;Médio;0
Governador Mangabeira (BA);186,41;106,3;19815;Alto;0
Guajeru (BA);11,12;936,1;10409;Baixo;0
Guanambi (BA);60,8;1296,7;78839;Médio;0
Guaratinga (BA);9,53;2325,4;22161;Baixo;0
Heliópolis (BA);42,22;312,5;13194;Médio;0
Iaçu (BA);10,5;2451,5;25741;Baixo;0
Ibiassucê (BA);23,58;426,7;10062;Baixo;0
Ibicaraí (BA);104,65;231,9;24268;Alto;0
Ibicoara (BA);20,33;849,9;17278;Baixo;0
Ibicuí (BA);13,41;1176,8;15781;Baixo;0
Ibipeba (BA);12,29;1383,7;17006;Baixo;0
Ibipitanga (BA);14,85;954,4;14173;Baixo;0
Ibiquera (BA);5,15;945,3;4868;Baixo;0
Ibirapitanga (BA);50,53;447,3;22602;Médio;0
Ibirapuã (BA);10,1;787,7;7956;Baixo;0
Ibirataia (BA);64,24;294,9;18944;Médio;0
Ibitiara (BA);8,39;1847,6;15501;Baixo;0
Ibititá (BA);28,58;624,1;17837;Baixo;0
Ibotirama (BA);14,76;1722,3;25421;Baixo;0
Ichu (BA);41,16;127,7;5256;Médio;0
Igaporã (BA);18,26;832,5;15201;Baixo;0
Igrapiúna (BA);25,31;527,2;13343;Baixo;0
Iguaí (BA);31,05;827,8;25703;Médio;0
Ilhéus (BA);104,68;1760;184237;Alto;11
Inhambupe (BA);29,7;1222,6;36311;Baixo;0
Ipecaetá (BA);41,45;369,9;15332;Médio;0
Ipiaú (BA);166,05;267,3;44385;Alto;1
Ipirá (BA);19,47;3048,5;59354;Baixo;0
Ipupiara (BA);8,75;1061,2;9286;Baixo;0
Irajuba (BA);16,93;413,5;7001;Baixo;0
Iramaia (BA);6,16;1947,3;11995;Baixo;0
Iraquara (BA);21,96;1029,4;22606;Baixo;0
Irará (BA);98,87;277,8;27466;Médio;0
Irecê (BA);207,45;319;66177;Alto;0
Itabela (BA);33,37;850,7;28388;Médio;0
Itaberaba (BA);26,3;2343,5;61634;Baixo;0
Itabuna (BA);473,5;432,2;204647;Alto;9
Itacaré (BA);32,96;737,9;24321;Médio;0
Itaeté (BA);12,35;1208,7;14927;Baixo;0
Itagi (BA);50,36;259,2;13053;Médio;0
Itagibá (BA);19,26;788,8;15192;Baixo;2
Itagimirim (BA);8,47;839,1;7107;Baixo;0
Itaguaçu da Bahia (BA);2,97;4451,2;13220;Baixo;0
Itaju do Colônia (BA);5,98;1222,7;7312;Baixo;0
Itajuípe (BA);74,11;284,5;21084;Médio;3
Itamaraju (BA);27,73;2274,3;63066;Baixo;1
Itamari (BA);71,14;111,1;7904;Médio;0
Itambé (BA);16,02;1441,6;23094;Baixo;0
Itanagra (BA);15,49;490,5;7598;Baixo;0
Itanhém (BA);13,81;1463,8;20215;Baixo;0
Itaparica (BA);175,58;118;20718;Alto;0
Itapé (BA);23,94;459,4;10998;Baixo;0
Itapebi (BA);10,44;1005,4;10496;Baixo;0
Itapetinga (BA);41,95;1627,5;68274;Médio;0
Itapicuru (BA);20,35;1585,6;32267;Baixo;0
Itapitanga (BA);24,99;408,4;10206;Baixo;0
Itaquara (BA);23,77;323;7678;Baixo;0
Itarantim (BA);10,27;1805,1;18538;Baixo;0
Itatim (BA);24,89;583,4;14521;Baixo;0
Itiruçu (BA);40,46;313,7;12692;Médio;0
Itiúba (BA);20,96;1722,7;36108;Baixo;0
Itororó (BA);63,5;313,6;19914;Médio;4
Ituaçu (BA);14,9;1216,3;18123;Baixo;0
Ituberá (BA);63,73;417,3;26595;Médio;0
Iuiu (BA);7,34;1485,8;10906;Baixo;0
Jaborandi (BA);0,94;9525,7;8954;Baixo;0
Jacaraci (BA);11,05;1235,6;13653;Baixo;0
Jacobina (BA);33,58;2360;79249;Médio;0
Jaguaquara (BA);54,95;928,2;51005;Médio;0
Jaguarari (BA);12,35;2456,5;30338;Baixo;0
Jaguaripe (BA);18,32;898,7;16464;Baixo;0
Jandaíra (BA);16,11;641,2;10330;Baixo;0
Jequié (BA);47,07;3227,3;151909;Médio;3
Jeremoabo (BA);8,09;4656,1;37668;Baixo;0
Jiquiriçá (BA);58,97;239,4;14117;Médio;0
Jitaúna (BA);64,48;218,9;14115;Médio;0
João Dourado (BA);24,65;914,9;22552;Baixo;0
Juazeiro (BA);30,45;6500,7;197946;Médio;6
Jucuruçu (BA);7,36;1398,8;10295;Baixo;0
Jussara (BA);15,87;948,6;15054;Baixo;0
Jussari (BA);18,14;356,8;6472;Baixo;0
Jussiape (BA);13,72;585,2;8029;Baixo;0
Lafaiete Coutinho (BA);9,63;405,3;3903;Baixo;0
Lagoa Real (BA);15,88;877,4;13933;Baixo;0
Laje (BA);48,5;457,7;22198;Médio;0
Lajedão (BA);6,06;615,5;3730;Baixo;0
Lajedinho (BA);5,07;776,1;3935;Baixo;0
Lajedo do Tabocal (BA);19,23;431,9;8305;Baixo;0
Lamarão (BA);54,84;174,3;9559;Médio;0
Lapão (BA);42,57;602,4;25644;Médio;0
Lauro de Freitas (BA);2833,43;57,7;163489;Alto;25
Lençóis (BA);8,12;1277;10369;Baixo;0
Licínio de Almeida (BA);14,6;843,4;12314;Baixo;0
Livramento de Nossa Senhora (BA);19,99;2135,6;42691;Baixo;0
Luís Eduardo Magalhães (BA);15,25;3941,1;60102;Baixo;0
Macajuba (BA);17,27;650,3;11231;Baixo;0
Macarani (BA);13,28;1287,5;17098;Baixo;0
Macaúbas (BA);15,71;2994,1;47037;Baixo;0
Macururé (BA);3,52;2294,3;8076;Baixo;0
Madre de Deus (BA);539,58;32,2;17374;Alto;0
Maetinga (BA);10,32;681,7;7035;Baixo;0
Maiquinique (BA);17,85;492;8782;Baixo;0
Mairi (BA);20,29;952,7;19330;Baixo;0
Malhada (BA);7,97;2008,4;16007;Baixo;0
Malhada de Pedras (BA);16,01;529;8469;Baixo;0
Manoel Vitorino (BA);6,38;2254,4;14383;Baixo;0
Mansidão (BA);3,96;3177,4;12583;Baixo;0
Maracás (BA);10,92;2253,2;24605;Baixo;0
Maragogipe (BA);97,27;440,2;42818;Médio;0
Maraú (BA);23,2;823,4;19103;Baixo;0
Marcionílio Souza (BA);8,22;1277,2;10499;Baixo;0
Mascote (BA);18,95;772,5;14639;Baixo;0
Mata de São João (BA);63,46;633,2;40183;Médio;0
Matina (BA);14,37;775,7;11147;Baixo;0
Medeiros Neto (BA);17,4;1238,7;21553;Baixo;1
Miguel Calmon (BA);16,88;1568,2;26471;Baixo;0
Milagres (BA);36,24;284,4;10307;Médio;0
Mirangaba (BA);9,59;1697,7;16281;Baixo;0
Mirante (BA);9,9;1061;10504;Baixo;0
Monte Santo (BA);16,42;3186,9;52329;Baixo;0
Morpará (BA);4,88;1696,9;8281;Baixo;0
Morro do Chapéu (BA);6,12;5742,9;35147;Baixo;0
Mortugaba (BA);20,38;612,2;12477;Baixo;0
Mucugê (BA);4,3;2455;10557;Baixo;0
Mucuri (BA);20,23;1780,6;36022;Baixo;0
Mulungu do Morro (BA);21,64;566;12248;Baixo;0
Mundo Novo (BA);16,33;1493,4;24387;Baixo;0
Muniz Ferreira (BA);66,45;110,1;7316;Médio;0
Muquém do São Francisco (BA);2,82;3638,1;10259;Baixo;0
Muritiba (BA);323,58;89,3;28896;Alto;0
Mutuípe (BA);75,74;283,2;21450;Médio;0
Nazaré (BA);107,47;253,8;27276;Alto;0
Nilo Peçanha (BA);31,38;399,3;12530;Médio;0
Nordestina (BA);26,82;461,2;12369;Baixo;0
Nova Canaã (BA);19,58;853,7;16715;Baixo;0
Nova Fátima (BA);21,73;349,9;7603;Baixo;0
Nova Ibiá (BA);37,19;178,7;6646;Médio;0
Nova Itarana (BA);15,8;470,4;7432;Baixo;0
Nova Redenção (BA);18,63;431,3;8035;Baixo;0
Nova Soure (BA);25,4;950,4;24140;Baixo;1
Nova Viçosa (BA);29,15;1322,9;38563;Baixo;0
Novo Horizonte (BA);17,52;609,2;10673;Baixo;0
Novo Triunfo (BA);59,86;251,4;15049;Médio;0
Olindina (BA);46;542,2;24941;Médio;0
Oliveira dos Brejinhos (BA);6,21;3512,7;21814;Baixo;0
Ouriçangas (BA);53,5;155,1;8298;Médio;0
Ourolândia (BA);11,04;1487,7;16424;Baixo;0
Palmas de Monte Alto (BA);8,23;2524,9;20780;Baixo;0
Palmeiras (BA);12,79;657,7;8412;Baixo;0
Paramirim (BA);17,95;1170,1;21003;Baixo;0
Paratinga (BA);11,28;2614,8;29495;Baixo;0
Paripiranga (BA);63,75;435,7;27776;Médio;0
